StudyTimeWeekly,Volunteering,Tutoring,ParentalEducation,Absences,GPA,GradeClass,GraduationStatus
0.3025712638528064,0,0,2,0.5172413793103449,0.425902950808092,4.0,0
0.8960611379718058,0,0,2,0.5862068965517241,0.5249712891801463,3.0,0
0.9731179108034398,0,0,1,0.5517241379310345,0.6152617407270239,3.0,0
0.860259811800696,0,0,2,0.1724137931034483,0.733869297923658,2.0,1
0.1100912929998345,0,1,0,0.4137931034482758,0.4965945148046866,4.0,0
0.94846412856253,0,0,1,0.7586206896551724,0.3928860478498206,4.0,0
0.4237917672605729,0,0,2,0.4482758620689655,0.4160776724152708,4.0,0
0.0092681047929768,0,1,0,1.0,0.1890647916435481,4.0,0
0.4428493611993616,0,0,1,0.8620689655172413,0.2006923848085518,4.0,0
0.0460692360847849,0,0,4,0.6896551724137931,0.3355967944894336,4.0,0
0.5444501922868725,0,0,4,1.0,0.0716428220716555,4.0,0
0.3388902896536909,0,1,1,0.3103448275862069,0.6534596734184175,2.0,1
0.4739262342474978,0,0,0,0.7931034482758621,0.2322531386564842,4.0,0
0.6138222798473858,0,0,1,0.3448275862068966,0.473189673981648,4.0,0
0.8697468488730585,0,0,1,0.4137931034482758,0.5828153873271885,3.0,0
0.6626095095200956,0,0,3,0.3793103448275862,0.5585596181500583,3.0,0
0.4344948969419505,0,0,1,0.2758620689655172,0.5964570547691156,3.0,0
0.8203168548064409,0,1,2,0.1034482758620689,0.8368391858769523,1.0,1
0.9065701684820744,0,1,1,0.2068965517241379,0.8154638268333226,1.0,1
0.1198447364979617,0,0,4,0.7931034482758621,0.2599059697869286,4.0,0
0.532491518600379,0,0,1,0.9655172413793104,0.0069546561831169,4.0,0
0.284786103472961,0,1,2,0.7241379310344828,0.3324911344692193,4.0,0
0.0470624045699862,0,0,1,0.0344827586206896,0.820979130474346,1.0,1
0.6692622663730454,0,0,2,0.2068965517241379,0.734363545579216,2.0,1
0.8637095989838386,1,0,1,0.9655172413793104,0.184717050701315,4.0,0
0.1630370147713448,0,0,1,0.2758620689655172,0.6392004157083543,2.0,1
0.8132945963142121,0,1,3,0.1379310344827586,0.8252321422426997,1.0,1
0.8543237789465644,0,0,3,0.4827586206896551,0.5501707366401403,3.0,0
0.9153385407818928,0,0,3,0.5862068965517241,0.4639663932920483,4.0,0
0.2655371325500732,0,0,2,0.1034482758620689,0.683600373604998,2.0,1
0.9049392235666625,0,1,3,0.6206896551724138,0.5329343242968071,3.0,0
0.3209784518854794,0,0,0,0.6551724137931034,0.2449424776938215,4.0,0
0.5529200090079536,0,0,1,0.8620689655172413,0.2485812558878217,4.0,0
0.0505126388330185,0,0,1,0.2068965517241379,0.5186749941953336,3.0,0
0.0438786396948288,0,0,2,0.8620689655172413,0.125127008951164,4.0,0
0.7211483558202619,0,0,1,0.2413793103448275,0.6331096043969182,2.0,1
0.4449379964478345,0,0,1,0.5517241379310345,0.3658445089464244,4.0,0
0.2565340821865101,0,0,2,0.4137931034482758,0.5857091932979638,3.0,0
0.1905794785698552,0,0,3,0.7931034482758621,0.2897115836126509,4.0,0
0.6706706791552589,1,1,1,0.6896551724137931,0.3809371861834331,4.0,0
0.0003491179248178,0,0,1,0.9310344827586208,0.0,4.0,0
0.8067646106331909,0,0,1,0.7586206896551724,0.2646555036109969,4.0,0
0.0792878116884195,1,0,1,0.3448275862068966,0.5574350460436917,3.0,0
0.1916568343945577,1,0,1,0.896551724137931,0.0486858201863787,4.0,0
0.3866274658647189,0,0,2,0.0,0.8767300178423034,0.0,1
0.485363171427862,0,1,2,0.0344827586206896,0.888071735837736,0.0,1
0.3553502761883267,0,1,2,0.5517241379310345,0.5596228385725575,3.0,0
0.3210279189277963,0,0,1,0.1379310344827586,0.6771180859642191,2.0,1
0.964971094672197,1,0,3,1.0,0.1832270584753466,4.0,0
0.6422642553524867,0,0,1,1.0,0.2413706113261326,4.0,0
0.0234070026507847,0,0,2,0.1724137931034483,0.6388082149845236,2.0,1
0.4306174851462542,1,0,3,0.8620689655172413,0.1860805749803089,4.0,0
0.8759615881101761,0,0,1,0.8275862068965517,0.1805141453487977,4.0,0
0.3017498066296696,1,1,1,0.7931034482758621,0.3178073824593351,4.0,0
0.0946121446158631,1,0,3,0.2068965517241379,0.6315355353550575,2.0,1
0.7592036069457254,0,0,1,0.9310344827586208,0.2356038488398808,4.0,0
0.6066575249906381,0,1,2,0.6896551724137931,0.3789097745987557,4.0,0
0.5709151641054364,0,0,0,1.0,0.1620684816770478,4.0,0
0.0535852553626626,1,0,2,0.4827586206896551,0.5122125205347151,3.0,0
0.1406076182899786,1,0,1,0.6206896551724138,0.2105739998142847,4.0,0
0.6232120960204448,0,0,0,0.5172413793103449,0.3660469809226618,4.0,0
0.2080098362710268,0,1,2,0.8275862068965517,0.3719867162924497,4.0,0
0.5045965938750516,0,1,1,0.4137931034482758,0.6468914490926587,2.0,1
0.545455110929545,0,1,1,0.1379310344827586,0.8052017445487182,1.0,1
0.2837801790723218,0,1,0,0.0689655172413793,0.8862898579500776,0.0,1
0.9494624322237862,0,0,1,0.0689655172413793,0.7723997382686619,1.0,1
0.843379586920988,0,1,1,0.6206896551724138,0.479989109979552,4.0,0
0.723150949953591,0,1,0,0.4482758620689655,0.5496482961467403,3.0,0
0.0780306285617954,1,0,3,0.5172413793103449,0.2195531541906941,4.0,0
0.106199122474583,0,0,0,0.7241379310344828,0.3350921618781017,4.0,0
0.4932948841916367,0,0,2,0.5517241379310345,0.4548778339284772,4.0,0
0.1608451929948046,0,0,1,0.896551724137931,0.1548377328668835,4.0,0
0.9793370400606948,1,0,1,0.1034482758620689,0.904865217423379,0.0,1
0.1586495569618453,0,1,3,0.4137931034482758,0.54372569905247,3.0,0
0.4879752661927006,0,1,1,0.2413793103448275,0.743601503727761,2.0,1
0.3644867070003353,0,0,4,0.6206896551724138,0.2451839609372007,4.0,0
0.6400684745275678,0,0,1,0.1379310344827586,0.7754184522537763,1.0,1
0.1291318417330332,0,1,2,0.0344827586206896,0.8745643354433301,1.0,1
0.4307581662641455,0,0,2,0.4827586206896551,0.647638361263246,2.0,1
0.2749679039960883,0,0,3,0.0344827586206896,0.8837509395460796,0.0,1
0.8887190602382548,0,1,2,0.3448275862068966,0.7049804363232967,2.0,1
0.0405794756008483,0,1,2,0.4137931034482758,0.5041491936294153,3.0,0
0.9147248875699434,0,1,1,0.7586206896551724,0.3427962597229291,4.0,0
0.8338987334129134,0,0,1,0.3103448275862069,0.5261988969924761,3.0,0
0.2978598705184814,0,0,3,0.0689655172413793,0.7576097721741307,1.0,1
0.7901450147038134,0,1,1,0.1379310344827586,0.89560546807799,0.0,1
0.0311965510142561,0,0,1,0.0689655172413793,0.6066366765098113,3.0,0
0.967924023229908,0,1,2,0.1724137931034483,0.790359067564591,1.0,1
0.5271473478497413,0,0,1,0.4137931034482758,0.530659632407217,3.0,0
0.3035767438406954,0,0,4,0.3103448275862069,0.5512151452493292,3.0,0
0.3629470950832349,1,0,2,0.6206896551724138,0.295746875124512,4.0,0
0.0664287952328259,0,0,2,0.2413793103448275,0.6846989290859,2.0,1
0.9904338311005438,0,1,3,0.5862068965517241,0.5594753252456507,3.0,0
0.0392842215004219,0,0,0,0.0689655172413793,0.784870386595097,1.0,1
0.6556070164434724,0,1,1,0.7931034482758621,0.2615111927700242,4.0,0
0.443191941483358,0,1,2,0.7931034482758621,0.2041145613034498,4.0,0
0.9499540593214366,0,0,1,0.5517241379310345,0.508386155130295,3.0,0
0.2462296162868239,0,1,2,0.2413793103448275,0.6080196306955592,3.0,0
0.5326455418238466,0,0,3,0.3103448275862069,0.6649428298819754,2.0,1
0.4828577637679071,1,1,2,0.0344827586206896,0.897221984941253,0.0,1
0.7036214640375127,0,0,1,0.3793103448275862,0.5786469069527507,3.0,0
0.068035518447325,1,0,4,0.7586206896551724,0.2518064550535075,4.0,0
0.1939589926802688,0,0,2,0.1724137931034483,0.7204030803651311,2.0,1
0.2147585633019026,0,0,2,0.0344827586206896,0.7011262322279213,2.0,1
0.7389463322700679,0,1,1,0.6896551724137931,0.4407302810249667,4.0,0
0.1893032135571489,1,0,3,0.7586206896551724,0.27997781573933,4.0,0
0.5740980745558746,0,0,2,0.7931034482758621,0.2576643764299699,4.0,0
0.2154383441849074,0,0,2,0.0689655172413793,0.7689048384153584,1.0,1
0.8625624545408893,0,1,3,0.5517241379310345,0.6578585162811045,2.0,1
0.9432155589670232,1,0,1,0.9655172413793104,0.1257667268319786,4.0,0
0.5190360674207546,0,0,2,0.2068965517241379,0.6960594592857038,2.0,1
0.352660956903025,0,0,3,0.9655172413793104,0.0619066912716408,4.0,0
0.2342739243427801,1,0,1,0.6896551724137931,0.2973871924046965,4.0,0
0.0497853344858989,1,1,2,0.1379310344827586,0.8439985022007099,1.0,1
0.268755815118422,0,1,3,0.7586206896551724,0.3233933891114877,4.0,0
0.6549349015675815,1,1,2,0.0,0.9296467260717411,0.0,1
0.5341774079721906,0,0,2,0.2413793103448275,0.6676399037049573,2.0,1
0.9450735159291794,0,1,3,0.3793103448275862,0.5924120033624047,3.0,0
0.396679874500801,0,0,3,0.4482758620689655,0.4061217050555386,4.0,0
0.6946080137286177,0,1,1,0.5172413793103449,0.6343692069535897,2.0,1
0.4898323103266726,0,0,0,0.3103448275862069,0.5746044821273697,3.0,0
0.5131125074025304,0,0,2,0.4827586206896551,0.5649510376240297,3.0,0
0.2680292193006447,0,0,2,0.6896551724137931,0.3303358252174712,4.0,0
0.455420830939133,0,0,2,0.7931034482758621,0.2374935570309642,4.0,0
0.4712732517048195,1,0,2,0.8620689655172413,0.2046966540182627,4.0,0
0.7074018821370763,0,1,1,0.4827586206896551,0.5848061281883984,3.0,0
0.941668327244721,0,0,2,0.3103448275862069,0.6706940719908431,2.0,1
0.3296469271435109,0,1,1,0.6896551724137931,0.3859593677714055,4.0,0
0.0421960881242118,0,0,2,0.9310344827586208,0.0492252762059056,4.0,0
0.4968127027303614,0,0,2,0.2068965517241379,0.6871525643620212,2.0,1
0.5450342738748638,0,1,1,0.8620689655172413,0.2762234469249861,4.0,0
0.1685812769438995,0,0,1,0.0689655172413793,0.6383599528609845,2.0,1
0.761285832291366,1,0,2,0.0344827586206896,0.8185583647024697,1.0,1
0.9860083444785688,0,1,2,0.1724137931034483,0.7965150945097286,1.0,1
0.9468089471524506,0,0,1,0.6896551724137931,0.4305289375601472,4.0,0
0.1972797140910393,0,0,4,0.2758620689655172,0.5845115893975934,3.0,0
0.8763165357920438,0,1,2,0.3103448275862069,0.818499687108584,1.0,1
0.7052505267702798,0,0,4,0.1034482758620689,0.7483755978013198,2.0,1
0.4543153486698164,0,1,2,0.896551724137931,0.2240994747558488,4.0,0
0.5411795102916235,0,0,2,0.0689655172413793,0.7402638147008994,2.0,1
0.850523857599141,0,0,3,0.2758620689655172,0.6685877738630246,2.0,1
0.4806339415928686,0,0,2,0.7931034482758621,0.3044682878333414,4.0,0
0.3735834634972426,0,1,2,0.7241379310344828,0.3413977775823775,4.0,0
0.4937615671640668,1,0,1,0.5517241379310345,0.380568711171357,4.0,0
0.5797425953276023,0,1,2,0.4482758620689655,0.5578505993426256,3.0,0
0.1892421008435909,0,0,1,0.3103448275862069,0.5338165887225235,3.0,0
0.9018903881930368,0,0,1,0.4137931034482758,0.5639247287407867,3.0,0
0.674909003260712,0,1,0,0.3793103448275862,0.6877864469029262,2.0,1
0.6339439386649358,0,0,0,0.896551724137931,0.2244085396541009,4.0,0
0.099557704153385,1,0,4,0.0,0.7793386086963753,1.0,1
0.604815516367002,0,0,1,0.9310344827586208,0.3218987828145023,4.0,0
0.1210468124403057,0,0,2,0.7241379310344828,0.1427632745082564,4.0,0
0.0787352463385988,0,0,3,0.9655172413793104,0.1453389498737429,4.0,0
0.5278641238523479,0,0,2,0.6206896551724138,0.4108656010184891,4.0,0
0.4031956269680309,0,0,1,0.6206896551724138,0.3087110101955052,4.0,0
0.5894341886303603,1,0,2,0.1724137931034483,0.7420234048949412,2.0,1
0.0892718365459263,0,0,2,0.4137931034482758,0.5023246199305798,3.0,0
0.4314255673303098,0,0,2,0.6206896551724138,0.286521508532398,4.0,0
0.1749347354354549,0,1,2,0.4137931034482758,0.5480907994638219,3.0,0
0.9881818173844884,0,1,4,0.896551724137931,0.2364327183249875,4.0,0
0.561742337142252,0,0,2,0.8620689655172413,0.1418125071225725,4.0,0
0.6881741454421076,0,0,1,0.7241379310344828,0.2426910867732073,4.0,0
0.3257394440561186,1,1,2,0.6896551724137931,0.4140150313751169,4.0,0
0.0947949244753416,0,0,0,0.1034482758620689,0.7098283122890081,2.0,1
0.9769396868484,1,0,3,0.7931034482758621,0.0474545149772565,4.0,0
0.2865351872843452,0,0,1,0.0344827586206896,0.8145736712557174,1.0,1
0.4242424425158663,0,1,1,0.4827586206896551,0.4800139631647239,4.0,0
0.6505580181060199,0,0,3,0.3793103448275862,0.5054428735923446,3.0,0
0.0246727982638418,0,1,2,1.0,0.0314832686562374,4.0,0
0.811137592693137,0,1,1,0.896551724137931,0.3217533530975571,4.0,0
0.5371420705011972,0,0,2,0.2068965517241379,0.6478566758073282,2.0,1
0.2784840952925264,0,1,3,0.6551724137931034,0.3658449121339,4.0,0
0.0616259127449228,0,0,1,0.5862068965517241,0.366387346608453,4.0,0
0.1626323111171313,1,0,3,0.7586206896551724,0.4276167094273837,4.0,0
0.8960097650763109,1,0,0,0.4137931034482758,0.5721264213130578,3.0,0
0.6867598846859327,0,0,2,0.5517241379310345,0.4902422121633081,4.0,0
0.2501360827371859,0,0,3,0.1034482758620689,0.6554058315693352,2.0,1
0.065623281885599,0,0,1,0.8275862068965517,0.1920790964959168,4.0,0
0.6913562503489755,0,0,2,0.4482758620689655,0.4516015863514527,4.0,0
0.573012790588654,0,0,1,0.6551724137931034,0.2204665882694425,4.0,0
0.4049316105096405,0,0,2,0.9310344827586208,0.2042670551640868,4.0,0
0.3639765135819686,0,1,2,0.4137931034482758,0.3615331319254923,4.0,0
0.2170106047681547,0,0,2,0.0689655172413793,0.834773590550078,1.0,1
0.670328051453385,0,0,1,0.8620689655172413,0.2049063694868613,4.0,0
0.9717308714762858,0,0,1,0.8620689655172413,0.1692044932778205,4.0,0
0.1758643335239447,1,0,0,0.5862068965517241,0.3473862186162431,4.0,0
0.5977500861975739,1,0,1,0.4482758620689655,0.4978771035062943,4.0,0
0.424619746280972,0,0,2,0.4827586206896551,0.4099668876036531,4.0,0
0.4471492790483408,0,0,3,0.0689655172413793,0.6279357551513552,2.0,1
0.2543865212720735,0,0,2,0.0,0.7459799873966246,2.0,1
0.826030436716119,0,1,2,0.8620689655172413,0.3146637136080125,4.0,0
0.4857604920335819,0,1,4,0.7931034482758621,0.3544824818431889,4.0,0
0.5439775807058223,0,0,2,0.5517241379310345,0.3992541430954416,4.0,0
0.3050583316237632,0,1,3,0.0689655172413793,0.77217496704649,1.0,1
0.181964557186594,0,0,2,0.4482758620689655,0.4103353606946787,4.0,0
0.0859562499764859,0,0,1,0.0689655172413793,0.6467176640658571,2.0,1
0.7148870952896461,0,1,0,0.4137931034482758,0.5972581613030462,3.0,0
0.1964069549167225,0,0,2,0.4827586206896551,0.4745366000703062,4.0,0
0.6908156714978708,0,0,1,0.5862068965517241,0.5276219937454374,3.0,0
0.390772275381,0,0,1,0.4482758620689655,0.4250683973512284,4.0,0
0.4161998243835541,0,0,2,0.6896551724137931,0.2611249987719284,4.0,0
0.4696639030479662,0,0,2,0.8620689655172413,0.2985415334411189,4.0,0
0.3680782818710625,0,0,2,0.0689655172413793,0.6622842070491376,2.0,1
0.1006827468874665,0,0,1,0.6206896551724138,0.3085353472319325,4.0,0
0.3099348276668809,0,0,1,0.2413793103448275,0.5318522164782065,3.0,0
0.6644444004302118,0,1,2,0.1034482758620689,0.728471912284533,2.0,1
0.6664967976181179,1,0,4,0.1034482758620689,0.7798484782875943,1.0,1
0.2865004192230005,0,1,2,0.6206896551724138,0.2590946845814328,4.0,0
0.4605786024324053,1,0,3,0.3448275862068966,0.6008211367558814,3.0,0
0.193616697670651,0,1,2,0.0,0.7891270159773613,1.0,1
0.210561005408627,0,1,2,0.2413793103448275,0.680867964685016,2.0,1
0.0230206921564296,0,0,1,0.4827586206896551,0.382737786577727,4.0,0
0.8977244247780082,0,0,2,0.0,0.867145337283932,1.0,1
0.2108959735397095,0,0,2,0.2068965517241379,0.5755080110853513,3.0,0
0.2277425273874469,0,1,2,0.6896551724137931,0.3164194772998585,4.0,0
0.2798699319855955,1,0,2,0.6551724137931034,0.369900556934758,4.0,0
0.1275016328519294,1,0,2,0.6551724137931034,0.3612691797998448,4.0,0
0.6399447942541503,0,0,1,0.7931034482758621,0.2023584525921155,4.0,0
0.0751764383566522,0,1,2,0.3448275862068966,0.5375583174971954,3.0,0
0.1343037972325856,0,0,1,0.896551724137931,0.1397859288779611,4.0,0
0.6454449525440481,0,0,3,0.9655172413793104,0.1451971212942642,4.0,0
0.3399981546680051,1,0,1,0.4482758620689655,0.4005222989961685,4.0,0
0.7087086874680368,0,1,0,0.7241379310344828,0.2506995908954843,4.0,0
0.558012587149919,0,0,2,0.5172413793103449,0.415765863299765,4.0,0
0.256262568146159,1,0,2,0.4482758620689655,0.3828866149298924,4.0,0
0.6515231549926546,0,0,2,0.3793103448275862,0.5514605367575838,3.0,0
0.1163544430579181,1,0,1,0.5517241379310345,0.288834640241416,4.0,0
0.5369740706674337,0,1,2,0.4482758620689655,0.5384395849673498,3.0,0
0.4375976959166079,1,0,1,0.3103448275862069,0.6481966715792598,2.0,1
0.2681286016175061,0,0,3,0.7931034482758621,0.2280826267738886,4.0,0
0.6046463817458565,0,1,3,0.9655172413793104,0.1739077333649866,4.0,0
0.8722822563657481,0,1,2,0.4482758620689655,0.5349049728422463,3.0,0
1.0,0,0,1,0.5862068965517241,0.3876123327230828,4.0,0
0.6084084721079387,1,0,2,0.7241379310344828,0.3868841750876509,4.0,0
0.4051181745798534,0,1,0,0.2758620689655172,0.7416370085737365,2.0,1
0.2254130761609427,1,0,2,0.5517241379310345,0.4084198427508059,4.0,0
0.2573387200389841,0,1,1,0.1724137931034483,0.5831350798838516,3.0,0
0.4799531985246492,0,1,3,0.2413793103448275,0.8175655773511847,1.0,1
0.3676469798346423,0,0,0,0.8620689655172413,0.0866176481475692,4.0,0
0.9148120162232024,0,1,2,0.4137931034482758,0.4737260840850268,4.0,0
0.3686659160780274,0,0,2,0.5862068965517241,0.3641856502718174,4.0,0
0.3738209582116855,0,0,2,0.1379310344827586,0.6384307878180474,2.0,1
0.3839224773287757,0,0,0,0.1724137931034483,0.5560493653030012,3.0,0
0.8375289732045067,0,1,4,0.6896551724137931,0.4619001045271064,4.0,0
0.6514834797980593,0,0,2,0.6206896551724138,0.4624401767833707,4.0,0
0.6148219171338895,0,0,2,0.1034482758620689,0.8171985538900538,1.0,1
0.3344742143845039,1,1,1,0.2068965517241379,0.6366291593115058,2.0,1
0.8187914265829271,0,0,2,0.1034482758620689,0.7753073051260319,1.0,1
0.0383550709224077,0,0,2,0.8275862068965517,0.1639885194906692,4.0,0
0.8717452197772806,0,1,0,0.3448275862068966,0.7721280764041693,1.0,1
0.5132863909126306,0,1,1,0.3793103448275862,0.4981399513705,4.0,0
0.3986551146994511,0,1,3,0.4482758620689655,0.6513118613869627,2.0,1
0.4976858604435009,0,1,1,0.4137931034482758,0.4334931135583664,4.0,0
0.6681298015792932,0,0,1,0.9655172413793104,0.27846219696478,4.0,0
0.0127272120435361,0,0,2,0.3103448275862069,0.412312562915451,4.0,0
0.8725007713667229,0,0,2,0.5862068965517241,0.3343887450524691,4.0,0
0.44720014101107,0,0,0,0.5172413793103449,0.4961649796392936,4.0,0
0.3433078538421843,0,0,2,0.1379310344827586,0.7652204139917372,1.0,1
0.1383515839141568,0,1,1,0.2413793103448275,0.5982243396062501,3.0,0
0.4399176288079988,0,0,0,0.4482758620689655,0.5209492475241997,3.0,0
0.4968403802914604,1,0,0,0.1379310344827586,0.91143451219261,0.0,1
0.4040577772732032,0,0,3,0.8620689655172413,0.0805715204063517,4.0,0
0.6793872899005581,0,0,1,0.9310344827586208,0.2823785835903865,4.0,0
0.4213274393071358,0,0,0,0.7931034482758621,0.1576892359666528,4.0,0
0.9624697886281544,1,0,2,0.2413793103448275,0.7893074097010232,1.0,1
0.5999134678429067,0,0,3,0.8275862068965517,0.1700219468741632,4.0,0
0.8083532009919973,0,0,1,0.8620689655172413,0.1990899619716618,4.0,0
0.1094287142571134,0,1,2,0.1724137931034483,0.7110098037313978,2.0,1
0.3976950705291484,0,1,0,0.5172413793103449,0.3133629635539647,4.0,0
0.3371820023327062,0,0,2,0.9310344827586208,0.133627220134714,4.0,0
0.5700840902370364,0,1,2,0.1034482758620689,0.7977615295549793,1.0,1
0.8620504366566927,0,0,2,0.3793103448275862,0.70385531882728,2.0,1
0.078375375727981,0,0,1,0.3448275862068966,0.5392805758162739,3.0,0
0.0726053312658705,0,0,1,0.0689655172413793,0.6809570151002662,2.0,1
0.8512422155405516,0,0,1,0.3793103448275862,0.6569234763885867,2.0,1
0.2130418582517005,0,1,1,1.0,0.2281039052088564,4.0,0
0.669469063137858,0,0,0,0.1379310344827586,0.6524057704543628,2.0,1
0.5434492542824426,0,1,2,0.1724137931034483,0.7454980638515395,2.0,1
0.8337980741775395,0,0,4,0.6206896551724138,0.4062706934240495,4.0,0
0.1251798052395399,0,0,4,0.5862068965517241,0.3404246044648518,4.0,0
0.1298792566936425,0,1,3,0.5172413793103449,0.4792404740323586,4.0,0
0.557405505751437,0,0,2,0.7586206896551724,0.2528132986541877,4.0,0
0.947413577695114,0,0,2,0.3448275862068966,0.5830397601262797,3.0,0
0.4154218885954427,0,0,1,0.1379310344827586,0.8469845869414983,1.0,1
0.3272650151778591,0,0,2,0.2758620689655172,0.596172697839602,3.0,0
0.6073337926937663,0,0,2,0.0689655172413793,0.6952042489026231,2.0,1
0.9314652141322632,1,0,2,1.0,0.1337089383848683,4.0,0
0.8378369492771687,0,0,2,0.2413793103448275,0.6355535871955093,2.0,1
0.9965749786100304,0,0,1,0.1724137931034483,0.7517822668578201,1.0,1
0.022541636935885,0,0,1,0.1034482758620689,0.7464524535942026,2.0,1
0.1129349815010822,0,0,3,0.3793103448275862,0.4873265143320752,4.0,0
0.6101154265318869,0,0,0,0.3793103448275862,0.5369612990908746,3.0,0
0.8214667607081334,1,0,2,0.8275862068965517,0.2939420063089601,4.0,0
0.2855193278721373,0,0,3,0.6896551724137931,0.3500908135236051,4.0,0
0.2394331608190706,0,0,2,0.5172413793103449,0.4388860058353479,4.0,0
0.7878274986047109,0,0,2,0.3103448275862069,0.725024059801387,2.0,1
0.0563937741452057,0,0,1,0.7241379310344828,0.2583648726725391,4.0,0
0.3697543456604784,1,0,1,0.4482758620689655,0.4769355908467877,4.0,0
0.5063377357712734,0,0,3,0.4137931034482758,0.470227322441369,4.0,0
0.5609398777319499,0,0,2,0.2758620689655172,0.6537375884874482,2.0,1
0.7293997735577249,0,0,2,0.2068965517241379,0.7767838983931529,1.0,1
0.3552007120864343,0,0,0,0.3793103448275862,0.3466161403750024,4.0,0
0.6133357051292222,0,0,0,0.1379310344827586,0.7084400179612029,2.0,1
0.5859953930905047,0,0,4,0.5862068965517241,0.2715378493387478,4.0,0
0.5481926686182584,0,0,1,0.1034482758620689,0.7185093400088257,2.0,1
0.641166607011422,0,0,2,0.0344827586206896,0.7239178261647959,2.0,1
0.259694506454337,0,1,0,0.0689655172413793,0.7953269005692777,1.0,1
0.0846931651763183,0,0,2,0.8620689655172413,0.1178207772108579,4.0,0
0.1193558808370418,0,1,3,0.3793103448275862,0.5528448819933378,3.0,0
0.224787640518989,0,1,2,0.0689655172413793,0.8438130638115202,1.0,1
0.5007199988253118,0,0,1,0.1034482758620689,0.8009645476992318,1.0,1
0.841355907189752,0,0,2,0.1724137931034483,0.8375447776481219,1.0,1
0.7020465538786529,0,0,2,0.3793103448275862,0.4314478824356785,4.0,0
0.7898946768090173,0,0,2,0.6206896551724138,0.5541509536740256,3.0,0
0.351326164108065,1,0,3,0.3103448275862069,0.5011568292518721,3.0,0
