StudyTimeWeekly,Volunteering,Tutoring,ParentalEducation,Absences,GPA,GradeClass
0.913250261606507,0,0,1,0.3103448275862069,0.722222917318111,2.0
0.9471101940826064,0,1,1,0.034482758620689655,1.0,0.0
0.24494399694923896,0,0,2,0.24137931034482757,0.6288250680640622,2.0
0.1316636463165925,0,0,2,0.1724137931034483,0.6409413575037737,2.0
0.3025712638528064,0,0,2,0.5172413793103449,0.42590295080809204,4.0
0.8960611379718058,0,0,2,0.5862068965517241,0.5249712891801463,3.0
0.9731179108034398,0,0,1,0.5517241379310345,0.6152617407270239,3.0
0.860259811800696,0,0,2,0.1724137931034483,0.733869297923658,2.0
0.1100912929998345,0,1,0,0.41379310344827586,0.4965945148046866,4.0
0.94846412856253,0,0,1,0.7586206896551724,0.3928860478498206,4.0
0.42379176726057294,0,0,2,0.4482758620689655,0.4160776724152708,4.0
0.009268104792976873,0,1,0,1.0,0.1890647916435481,4.0
0.44284936119936164,0,0,1,0.8620689655172413,0.20069238480855184,4.0
0.046069236084784956,0,0,4,0.6896551724137931,0.3355967944894336,4.0
0.5444501922868725,0,0,4,1.0,0.07164282207165555,4.0
0.3388902896536909,0,1,1,0.3103448275862069,0.6534596734184175,2.0
0.4739262342474978,0,0,0,0.7931034482758621,0.2322531386564842,4.0
0.6138222798473858,0,0,1,0.3448275862068966,0.473189673981648,4.0
0.8697468488730585,0,0,1,0.41379310344827586,0.5828153873271885,3.0
0.6626095095200956,0,0,3,0.3793103448275862,0.5585596181500583,3.0
0.43449489694195054,0,0,1,0.27586206896551724,0.5964570547691156,3.0
0.8203168548064409,0,1,2,0.10344827586206896,0.8368391858769523,1.0
0.9065701684820743,0,1,1,0.20689655172413793,0.8154638268333226,1.0
0.11984473649796178,0,0,4,0.7931034482758621,0.2599059697869286,4.0
0.532491518600379,0,0,1,0.9655172413793103,0.006954656183116975,4.0
0.28478610347296107,0,1,2,0.7241379310344828,0.3324911344692193,4.0
0.04706240456998624,0,0,1,0.034482758620689655,0.820979130474346,1.0
0.6692622663730454,0,0,2,0.20689655172413793,0.734363545579216,2.0
0.8637095989838386,1,0,1,0.9655172413793103,0.18471705070131506,4.0
0.1630370147713448,0,0,1,0.27586206896551724,0.6392004157083543,2.0
0.8132945963142121,0,1,3,0.13793103448275862,0.8252321422426997,1.0
0.8543237789465644,0,0,3,0.48275862068965514,0.5501707366401403,3.0
0.9153385407818929,0,0,3,0.5862068965517241,0.4639663932920483,4.0
0.2655371325500732,0,0,2,0.10344827586206896,0.683600373604998,2.0
0.9049392235666623,0,1,3,0.6206896551724138,0.5329343242968071,3.0
0.32097845188547947,0,0,0,0.6551724137931034,0.24494247769382155,4.0
0.5529200090079536,0,0,1,0.8620689655172413,0.24858125588782176,4.0
0.050512638833018535,0,0,1,0.20689655172413793,0.5186749941953336,3.0
0.043878639694828865,0,0,2,0.8620689655172413,0.125127008951164,4.0
0.7211483558202619,0,0,1,0.24137931034482757,0.6331096043969182,2.0
0.4449379964478345,0,0,1,0.5517241379310345,0.3658445089464244,4.0
0.25653408218651014,0,0,2,0.41379310344827586,0.5857091932979638,3.0
0.19057947856985527,0,0,3,0.7931034482758621,0.2897115836126509,4.0
0.6706706791552589,1,1,1,0.6896551724137931,0.3809371861834331,4.0
0.00034911792481781513,0,0,1,0.9310344827586207,0.0,4.0
0.8067646106331909,0,0,1,0.7586206896551724,0.2646555036109969,4.0
0.07928781168841952,1,0,1,0.3448275862068966,0.5574350460436917,3.0
0.19165683439455777,1,0,1,0.896551724137931,0.04868582018637878,4.0
0.3866274658647189,0,0,2,0.0,0.8767300178423034,0.0
0.48536317142786206,0,1,2,0.034482758620689655,0.888071735837736,0.0
0.35535027618832676,0,1,2,0.5517241379310345,0.5596228385725575,3.0
0.32102791892779636,0,0,1,0.13793103448275862,0.6771180859642191,2.0
0.964971094672197,1,0,3,1.0,0.18322705847534665,4.0
0.6422642553524867,0,0,1,1.0,0.2413706113261326,4.0
0.023407002650784783,0,0,2,0.1724137931034483,0.6388082149845236,2.0
0.4306174851462542,1,0,3,0.8620689655172413,0.18608057498030892,4.0
0.8759615881101761,0,0,1,0.8275862068965517,0.18051414534879778,4.0
0.30174980662966966,1,1,1,0.7931034482758621,0.31780738245933515,4.0
0.0946121446158631,1,0,3,0.20689655172413793,0.6315355353550575,2.0
0.7592036069457254,0,0,1,0.9310344827586207,0.2356038488398808,4.0
0.6066575249906381,0,1,2,0.6896551724137931,0.37890977459875574,4.0
0.5709151641054364,0,0,0,1.0,0.16206848167704788,4.0
0.05358525536266261,1,0,2,0.48275862068965514,0.5122125205347151,3.0
0.1406076182899786,1,0,1,0.6206896551724138,0.2105739998142847,4.0
0.6232120960204448,0,0,0,0.5172413793103449,0.3660469809226618,4.0
0.20800983627102684,0,1,2,0.8275862068965517,0.3719867162924497,4.0
0.5045965938750516,0,1,1,0.41379310344827586,0.6468914490926587,2.0
0.545455110929545,0,1,1,0.13793103448275862,0.8052017445487182,1.0
0.2837801790723218,0,1,0,0.06896551724137931,0.8862898579500776,0.0
0.9494624322237862,0,0,1,0.06896551724137931,0.7723997382686619,1.0
0.843379586920988,0,1,1,0.6206896551724138,0.479989109979552,4.0
0.723150949953591,0,1,0,0.4482758620689655,0.5496482961467403,3.0
0.07803062856179542,1,0,3,0.5172413793103449,0.21955315419069418,4.0
0.10619912247458306,0,0,0,0.7241379310344828,0.33509216187810176,4.0
0.4932948841916367,0,0,2,0.5517241379310345,0.4548778339284772,4.0
0.16084519299480465,0,0,1,0.896551724137931,0.15483773286688352,4.0
0.9793370400606948,1,0,1,0.10344827586206896,0.904865217423379,0.0
0.1586495569618453,0,1,3,0.41379310344827586,0.54372569905247,3.0
0.4879752661927006,0,1,1,0.24137931034482757,0.743601503727761,2.0
0.36448670700033536,0,0,4,0.6206896551724138,0.2451839609372007,4.0
0.6400684745275678,0,0,1,0.13793103448275862,0.7754184522537763,1.0
0.12913184173303324,0,1,2,0.034482758620689655,0.8745643354433301,1.0
0.4307581662641455,0,0,2,0.48275862068965514,0.647638361263246,2.0
0.27496790399608834,0,0,3,0.034482758620689655,0.8837509395460796,0.0
0.8887190602382548,0,1,2,0.3448275862068966,0.7049804363232967,2.0
0.04057947560084833,0,1,2,0.41379310344827586,0.5041491936294153,3.0
0.9147248875699434,0,1,1,0.7586206896551724,0.3427962597229291,4.0
0.8338987334129134,0,0,1,0.3103448275862069,0.5261988969924761,3.0
0.2978598705184814,0,0,3,0.06896551724137931,0.7576097721741307,1.0
0.7901450147038134,0,1,1,0.13793103448275862,0.89560546807799,0.0
0.031196551014256193,0,0,1,0.06896551724137931,0.6066366765098113,3.0
0.9679240232299081,0,1,2,0.1724137931034483,0.790359067564591,1.0
0.5271473478497413,0,0,1,0.41379310344827586,0.530659632407217,3.0
0.30357674384069544,0,0,4,0.3103448275862069,0.5512151452493292,3.0
0.3629470950832349,1,0,2,0.6206896551724138,0.295746875124512,4.0
0.06642879523282594,0,0,2,0.24137931034482757,0.6846989290859,2.0
0.9904338311005438,0,1,3,0.5862068965517241,0.5594753252456507,3.0
0.039284221500421955,0,0,0,0.06896551724137931,0.784870386595097,1.0
0.6556070164434724,0,1,1,0.7931034482758621,0.2615111927700242,4.0
0.44319194148335805,0,1,2,0.7931034482758621,0.2041145613034498,4.0
0.9499540593214366,0,0,1,0.5517241379310345,0.508386155130295,3.0
0.24622961628682397,0,1,2,0.24137931034482757,0.6080196306955592,3.0
0.5326455418238466,0,0,3,0.3103448275862069,0.6649428298819754,2.0
0.4828577637679071,1,1,2,0.034482758620689655,0.897221984941253,0.0
0.7036214640375127,0,0,1,0.3793103448275862,0.5786469069527507,3.0
0.06803551844732507,1,0,4,0.7586206896551724,0.2518064550535075,4.0
0.19395899268026887,0,0,2,0.1724137931034483,0.7204030803651311,2.0
0.21475856330190266,0,0,2,0.034482758620689655,0.7011262322279213,2.0
0.7389463322700679,0,1,1,0.6896551724137931,0.4407302810249667,4.0
0.18930321355714894,1,0,3,0.7586206896551724,0.27997781573933,4.0
0.5740980745558746,0,0,2,0.7931034482758621,0.2576643764299699,4.0
0.21543834418490743,0,0,2,0.06896551724137931,0.7689048384153584,1.0
0.8625624545408893,0,1,3,0.5517241379310345,0.6578585162811045,2.0
0.9432155589670231,1,0,1,0.9655172413793103,0.12576672683197862,4.0
0.5190360674207546,0,0,2,0.20689655172413793,0.6960594592857038,2.0
0.35266095690302507,0,0,3,0.9655172413793103,0.06190669127164085,4.0
0.2342739243427801,1,0,1,0.6896551724137931,0.2973871924046965,4.0
0.04978533448589894,1,1,2,0.13793103448275862,0.8439985022007099,1.0
0.268755815118422,0,1,3,0.7586206896551724,0.32339338911148774,4.0
0.6549349015675815,1,1,2,0.0,0.9296467260717411,0.0
0.5341774079721906,0,0,2,0.24137931034482757,0.6676399037049573,2.0
0.9450735159291794,0,1,3,0.3793103448275862,0.5924120033624047,3.0
0.39667987450080106,0,0,3,0.4482758620689655,0.4061217050555386,4.0
0.6946080137286177,0,1,1,0.5172413793103449,0.6343692069535897,2.0
0.4898323103266726,0,0,0,0.3103448275862069,0.5746044821273697,3.0
0.5131125074025304,0,0,2,0.48275862068965514,0.5649510376240297,3.0
0.2680292193006447,0,0,2,0.6896551724137931,0.3303358252174712,4.0
0.45542083093913305,0,0,2,0.7931034482758621,0.2374935570309642,4.0
0.47127325170481954,1,0,2,0.8620689655172413,0.20469665401826276,4.0
0.7074018821370763,0,1,1,0.48275862068965514,0.5848061281883984,3.0
0.941668327244721,0,0,2,0.3103448275862069,0.6706940719908431,2.0
0.32964692714351096,0,1,1,0.6896551724137931,0.3859593677714055,4.0
0.04219608812421187,0,0,2,0.9310344827586207,0.0492252762059056,4.0
0.4968127027303614,0,0,2,0.20689655172413793,0.6871525643620212,2.0
0.5450342738748638,0,1,1,0.8620689655172413,0.2762234469249861,4.0
0.16858127694389957,0,0,1,0.06896551724137931,0.6383599528609845,2.0
0.761285832291366,1,0,2,0.034482758620689655,0.8185583647024697,1.0
0.9860083444785689,0,1,2,0.1724137931034483,0.7965150945097286,1.0
0.9468089471524506,0,0,1,0.6896551724137931,0.43052893756014726,4.0
0.19727971409103934,0,0,4,0.27586206896551724,0.5845115893975934,3.0
0.8763165357920438,0,1,2,0.3103448275862069,0.818499687108584,1.0
0.7052505267702798,0,0,4,0.10344827586206896,0.7483755978013198,2.0
0.45431534866981643,0,1,2,0.896551724137931,0.22409947475584885,4.0
0.5411795102916235,0,0,2,0.06896551724137931,0.7402638147008994,2.0
0.850523857599141,0,0,3,0.27586206896551724,0.6685877738630246,2.0
0.48063394159286865,0,0,2,0.7931034482758621,0.3044682878333414,4.0
0.37358346349724264,0,1,2,0.7241379310344828,0.3413977775823775,4.0
0.49376156716406683,1,0,1,0.5517241379310345,0.38056871117135704,4.0
0.5797425953276023,0,1,2,0.4482758620689655,0.5578505993426256,3.0
0.1892421008435909,0,0,1,0.3103448275862069,0.5338165887225235,3.0
0.9018903881930369,0,0,1,0.41379310344827586,0.5639247287407867,3.0
0.674909003260712,0,1,0,0.3793103448275862,0.6877864469029262,2.0
0.6339439386649358,0,0,0,0.896551724137931,0.22440853965410096,4.0
0.09955770415338504,1,0,4,0.0,0.7793386086963753,1.0
0.604815516367002,0,0,1,0.9310344827586207,0.32189878281450235,4.0
0.12104681244030577,0,0,2,0.7241379310344828,0.14276327450825643,4.0
0.07873524633859885,0,0,3,0.9655172413793103,0.1453389498737429,4.0
0.5278641238523479,0,0,2,0.6206896551724138,0.4108656010184891,4.0
0.40319562696803096,0,0,1,0.6206896551724138,0.3087110101955052,4.0
0.5894341886303603,1,0,2,0.1724137931034483,0.7420234048949412,2.0
0.08927183654592638,0,0,2,0.41379310344827586,0.5023246199305798,3.0
0.43142556733030984,0,0,2,0.6206896551724138,0.286521508532398,4.0
0.17493473543545496,0,1,2,0.41379310344827586,0.5480907994638219,3.0
0.9881818173844884,0,1,4,0.896551724137931,0.2364327183249875,4.0
0.561742337142252,0,0,2,0.8620689655172413,0.14181250712257254,4.0
0.6881741454421076,0,0,1,0.7241379310344828,0.2426910867732073,4.0
0.3257394440561186,1,1,2,0.6896551724137931,0.4140150313751169,4.0
0.09479492447534169,0,0,0,0.10344827586206896,0.7098283122890081,2.0
0.9769396868484,1,0,3,0.7931034482758621,0.0474545149772565,4.0
0.28653518728434524,0,0,1,0.034482758620689655,0.8145736712557174,1.0
0.42424244251586635,0,1,1,0.48275862068965514,0.4800139631647239,4.0
0.6505580181060199,0,0,3,0.3793103448275862,0.5054428735923446,3.0
0.024672798263841896,0,1,2,1.0,0.03148326865623745,4.0
0.811137592693137,0,1,1,0.896551724137931,0.3217533530975571,4.0
0.5371420705011972,0,0,2,0.20689655172413793,0.6478566758073282,2.0
0.27848409529252643,0,1,3,0.6551724137931034,0.3658449121339,4.0
0.06162591274492289,0,0,1,0.5862068965517241,0.366387346608453,4.0
0.1626323111171313,1,0,3,0.7586206896551724,0.4276167094273837,4.0
0.8960097650763109,1,0,0,0.41379310344827586,0.5721264213130578,3.0
0.6867598846859327,0,0,2,0.5517241379310345,0.4902422121633081,4.0
0.25013608273718596,0,0,3,0.10344827586206896,0.6554058315693352,2.0
0.065623281885599,0,0,1,0.8275862068965517,0.19207909649591687,4.0
0.6913562503489755,0,0,2,0.4482758620689655,0.4516015863514527,4.0
0.573012790588654,0,0,1,0.6551724137931034,0.2204665882694425,4.0
0.4049316105096405,0,0,2,0.9310344827586207,0.20426705516408683,4.0
0.3639765135819686,0,1,2,0.41379310344827586,0.3615331319254923,4.0
0.21701060476815473,0,0,2,0.06896551724137931,0.834773590550078,1.0
0.670328051453385,0,0,1,0.8620689655172413,0.20490636948686136,4.0
0.9717308714762858,0,0,1,0.8620689655172413,0.16920449327782058,4.0
0.1758643335239447,1,0,0,0.5862068965517241,0.3473862186162431,4.0
0.5977500861975739,1,0,1,0.4482758620689655,0.4978771035062943,4.0
0.42461974628097204,0,0,2,0.48275862068965514,0.4099668876036531,4.0
0.4471492790483408,0,0,3,0.06896551724137931,0.6279357551513552,2.0
0.2543865212720735,0,0,2,0.0,0.7459799873966246,2.0
0.826030436716119,0,1,2,0.8620689655172413,0.3146637136080125,4.0
0.4857604920335819,0,1,4,0.7931034482758621,0.3544824818431889,4.0
0.5439775807058223,0,0,2,0.5517241379310345,0.39925414309544166,4.0
0.3050583316237632,0,1,3,0.06896551724137931,0.77217496704649,1.0
0.18196455718659402,0,0,2,0.4482758620689655,0.4103353606946787,4.0
0.08595624997648597,0,0,1,0.06896551724137931,0.6467176640658571,2.0
0.7148870952896461,0,1,0,0.41379310344827586,0.5972581613030462,3.0
0.1964069549167225,0,0,2,0.48275862068965514,0.4745366000703062,4.0
0.6908156714978708,0,0,1,0.5862068965517241,0.5276219937454374,3.0
0.390772275381,0,0,1,0.4482758620689655,0.4250683973512284,4.0
0.41619982438355413,0,0,2,0.6896551724137931,0.2611249987719284,4.0
0.46966390304796624,0,0,2,0.8620689655172413,0.29854153344111894,4.0
0.3680782818710625,0,0,2,0.06896551724137931,0.6622842070491376,2.0
0.10068274688746652,0,0,1,0.6206896551724138,0.30853534723193254,4.0
0.30993482766688096,0,0,1,0.24137931034482757,0.5318522164782065,3.0
0.6644444004302118,0,1,2,0.10344827586206896,0.728471912284533,2.0
0.6664967976181179,1,0,4,0.10344827586206896,0.7798484782875943,1.0
0.2865004192230005,0,1,2,0.6206896551724138,0.2590946845814328,4.0
0.46057860243240534,1,0,3,0.3448275862068966,0.6008211367558814,3.0
0.19361669767065107,0,1,2,0.0,0.7891270159773613,1.0
0.210561005408627,0,1,2,0.24137931034482757,0.680867964685016,2.0
0.02302069215642966,0,0,1,0.48275862068965514,0.38273778657772706,4.0
0.8977244247780082,0,0,2,0.0,0.867145337283932,1.0
0.2108959735397095,0,0,2,0.20689655172413793,0.5755080110853513,3.0
0.2277425273874469,0,1,2,0.6896551724137931,0.3164194772998585,4.0
0.2798699319855955,1,0,2,0.6551724137931034,0.369900556934758,4.0
0.12750163285192945,1,0,2,0.6551724137931034,0.3612691797998448,4.0
0.6399447942541503,0,0,1,0.7931034482758621,0.20235845259211552,4.0
0.07517643835665226,0,1,2,0.3448275862068966,0.5375583174971954,3.0
0.13430379723258565,0,0,1,0.896551724137931,0.13978592887796112,4.0
0.6454449525440481,0,0,3,0.9655172413793103,0.1451971212942642,4.0
0.3399981546680051,1,0,1,0.4482758620689655,0.4005222989961685,4.0
0.7087086874680368,0,1,0,0.7241379310344828,0.2506995908954843,4.0
0.558012587149919,0,0,2,0.5172413793103449,0.41576586329976506,4.0
0.25626256814615905,1,0,2,0.4482758620689655,0.38288661492989245,4.0
0.6515231549926546,0,0,2,0.3793103448275862,0.5514605367575838,3.0
0.11635444305791814,1,0,1,0.5517241379310345,0.288834640241416,4.0
0.5369740706674337,0,1,2,0.4482758620689655,0.5384395849673498,3.0
0.4375976959166079,1,0,1,0.3103448275862069,0.6481966715792598,2.0
0.2681286016175061,0,0,3,0.7931034482758621,0.2280826267738886,4.0
0.6046463817458565,0,1,3,0.9655172413793103,0.1739077333649866,4.0
0.8722822563657481,0,1,2,0.4482758620689655,0.5349049728422463,3.0
1.0,0,0,1,0.5862068965517241,0.3876123327230828,4.0
0.6084084721079387,1,0,2,0.7241379310344828,0.38688417508765094,4.0
0.40511817457985344,0,1,0,0.27586206896551724,0.7416370085737365,2.0
0.22541307616094272,1,0,2,0.5517241379310345,0.40841984275080595,4.0
0.2573387200389841,0,1,1,0.1724137931034483,0.5831350798838516,3.0
0.47995319852464924,0,1,3,0.24137931034482757,0.8175655773511847,1.0
0.36764697983464234,0,0,0,0.8620689655172413,0.08661764814756923,4.0
0.9148120162232025,0,1,2,0.41379310344827586,0.4737260840850268,4.0
0.3686659160780274,0,0,2,0.5862068965517241,0.3641856502718174,4.0
0.3738209582116855,0,0,2,0.13793103448275862,0.6384307878180474,2.0
0.3839224773287757,0,0,0,0.1724137931034483,0.5560493653030012,3.0
0.8375289732045067,0,1,4,0.6896551724137931,0.4619001045271064,4.0
0.6514834797980593,0,0,2,0.6206896551724138,0.46244017678337074,4.0
0.6148219171338895,0,0,2,0.10344827586206896,0.8171985538900538,1.0
0.3344742143845039,1,1,1,0.20689655172413793,0.6366291593115058,2.0
0.8187914265829271,0,0,2,0.10344827586206896,0.7753073051260319,1.0
0.038355070922407725,0,0,2,0.8275862068965517,0.16398851949066928,4.0
0.8717452197772806,0,1,0,0.3448275862068966,0.7721280764041693,1.0
0.5132863909126306,0,1,1,0.3793103448275862,0.4981399513705,4.0
0.3986551146994511,0,1,3,0.4482758620689655,0.6513118613869627,2.0
0.4976858604435009,0,1,1,0.41379310344827586,0.43349311355836645,4.0
0.6681298015792932,0,0,1,0.9655172413793103,0.27846219696478,4.0
0.012727212043536173,0,0,2,0.3103448275862069,0.41231256291545104,4.0
0.8725007713667229,0,0,2,0.5862068965517241,0.3343887450524691,4.0
0.44720014101107,0,0,0,0.5172413793103449,0.4961649796392936,4.0
0.3433078538421843,0,0,2,0.13793103448275862,0.7652204139917372,1.0
0.1383515839141568,0,1,1,0.24137931034482757,0.5982243396062501,3.0
0.4399176288079988,0,0,0,0.4482758620689655,0.5209492475241997,3.0
0.49684038029146044,1,0,0,0.13793103448275862,0.91143451219261,0.0
0.4040577772732032,0,0,3,0.8620689655172413,0.08057152040635175,4.0
0.6793872899005581,0,0,1,0.9310344827586207,0.2823785835903865,4.0
0.4213274393071358,0,0,0,0.7931034482758621,0.15768923596665285,4.0
0.9624697886281544,1,0,2,0.24137931034482757,0.7893074097010232,1.0
0.5999134678429067,0,0,3,0.8275862068965517,0.17002194687416325,4.0
0.8083532009919973,0,0,1,0.8620689655172413,0.19908996197166187,4.0
0.10942871425711348,0,1,2,0.1724137931034483,0.7110098037313978,2.0
0.3976950705291484,0,1,0,0.5172413793103449,0.31336296355396476,4.0
0.33718200233270623,0,0,2,0.9310344827586207,0.133627220134714,4.0
0.5700840902370364,0,1,2,0.10344827586206896,0.7977615295549793,1.0
0.8620504366566927,0,0,2,0.3793103448275862,0.70385531882728,2.0
0.07837537572798102,0,0,1,0.3448275862068966,0.5392805758162739,3.0
0.07260533126587056,0,0,1,0.06896551724137931,0.6809570151002662,2.0
0.8512422155405516,0,0,1,0.3793103448275862,0.6569234763885867,2.0
0.21304185825170055,0,1,1,1.0,0.2281039052088564,4.0
0.669469063137858,0,0,0,0.13793103448275862,0.6524057704543628,2.0
0.5434492542824426,0,1,2,0.1724137931034483,0.7454980638515395,2.0
0.8337980741775395,0,0,4,0.6206896551724138,0.4062706934240495,4.0
0.12517980523953995,0,0,4,0.5862068965517241,0.34042460446485184,4.0
0.12987925669364256,0,1,3,0.5172413793103449,0.4792404740323586,4.0
0.557405505751437,0,0,2,0.7586206896551724,0.2528132986541877,4.0
0.9474135776951141,0,0,2,0.3448275862068966,0.5830397601262797,3.0
0.4154218885954427,0,0,1,0.13793103448275862,0.8469845869414983,1.0
0.32726501517785916,0,0,2,0.27586206896551724,0.596172697839602,3.0
0.6073337926937663,0,0,2,0.06896551724137931,0.6952042489026231,2.0
0.9314652141322632,1,0,2,1.0,0.13370893838486836,4.0
0.8378369492771687,0,0,2,0.24137931034482757,0.6355535871955093,2.0
0.9965749786100305,0,0,1,0.1724137931034483,0.7517822668578201,1.0
0.02254163693588508,0,0,1,0.10344827586206896,0.7464524535942026,2.0
0.11293498150108222,0,0,3,0.3793103448275862,0.4873265143320752,4.0
0.6101154265318869,0,0,0,0.3793103448275862,0.5369612990908746,3.0
0.8214667607081334,1,0,2,0.8275862068965517,0.2939420063089601,4.0
0.2855193278721373,0,0,3,0.6896551724137931,0.3500908135236051,4.0
0.2394331608190706,0,0,2,0.5172413793103449,0.4388860058353479,4.0
0.7878274986047109,0,0,2,0.3103448275862069,0.725024059801387,2.0
0.056393774145205765,0,0,1,0.7241379310344828,0.2583648726725391,4.0
0.36975434566047843,1,0,1,0.4482758620689655,0.47693559084678777,4.0
0.5063377357712734,0,0,3,0.41379310344827586,0.470227322441369,4.0
0.5609398777319499,0,0,2,0.27586206896551724,0.6537375884874482,2.0
0.7293997735577249,0,0,2,0.20689655172413793,0.7767838983931529,1.0
0.3552007120864343,0,0,0,0.3793103448275862,0.3466161403750024,4.0
0.6133357051292222,0,0,0,0.13793103448275862,0.7084400179612029,2.0
0.5859953930905047,0,0,4,0.5862068965517241,0.27153784933874786,4.0
0.5481926686182584,0,0,1,0.10344827586206896,0.7185093400088257,2.0
0.641166607011422,0,0,2,0.034482758620689655,0.7239178261647959,2.0
0.259694506454337,0,1,0,0.06896551724137931,0.7953269005692777,1.0
0.08469316517631838,0,0,2,0.8620689655172413,0.11782077721085797,4.0
0.11935588083704185,0,1,3,0.3793103448275862,0.5528448819933378,3.0
0.22478764051898903,0,1,2,0.06896551724137931,0.8438130638115202,1.0
0.5007199988253118,0,0,1,0.10344827586206896,0.8009645476992318,1.0
0.841355907189752,0,0,2,0.1724137931034483,0.8375447776481219,1.0
0.7020465538786529,0,0,2,0.3793103448275862,0.43144788243567855,4.0
0.7898946768090173,0,0,2,0.6206896551724138,0.5541509536740256,3.0
0.351326164108065,1,0,3,0.3103448275862069,0.5011568292518721,3.0
0.4050659819754864,0,1,2,1.0,0.1789355113861687,4.0
0.3940815147522906,0,1,3,0.0,0.9701600212174356,0.0
0.1920408447837009,0,0,2,0.5517241379310345,0.422382039604736,4.0
0.061234135786255146,1,0,1,0.5172413793103449,0.4394947008753568,4.0
0.5915424318326638,0,0,1,0.27586206896551724,0.534099886560097,3.0
0.9903008477973474,0,1,1,0.8275862068965517,0.227892067661672,4.0
0.16696857918012883,0,1,3,0.6896551724137931,0.2844502775514004,4.0
0.04668559396582031,1,1,2,0.27586206896551724,0.58731623184172,3.0
0.7803748244297396,0,0,2,0.896551724137931,0.15593685913682198,4.0
0.2528234532280947,0,0,1,0.7586206896551724,0.08525736148128163,4.0
0.8305445491827963,0,0,1,0.27586206896551724,0.5559534166879245,3.0
0.7046929171863974,1,0,2,0.3793103448275862,0.582060096157538,3.0
0.9467076508938077,0,1,2,0.7586206896551724,0.40576945550221266,4.0
0.4093443882380793,0,1,1,0.27586206896551724,0.5502240803821488,3.0
0.6626778509634691,0,0,2,0.48275862068965514,0.6460276637659657,2.0
0.46533621903687244,0,0,0,0.034482758620689655,0.7491258260619256,2.0
0.6312606378654394,0,0,1,0.3448275862068966,0.5934983703589612,3.0
0.45006280841363583,0,1,2,0.3448275862068966,0.7076011139273867,2.0
0.188796181517223,1,0,1,0.24137931034482757,0.6312788834588724,2.0
